ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
WELENT.NS,Welspun Enterprises Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,21.57,42.55,31.01,0.0,21.57,42.55,31.01,10.92,5.58,139450315.13,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",202,295,Stage 3,watchlist,weekly_watchlist,24.1,93,6.91,False,False,False,False,False
RBA.NS,Restaurant Brands Asia Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,19.27,8.67,0.0,0.0,19.27,8.67,14.7,18.02,227478969.7,"Stage 3, distribution_risk",573,665,Stage 3,watchlist,weekly_watchlist,5.27,92,3.4000000000000004,False,False,False,False,False
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,17.28,10.6,14.27,10.0,17.28,10.6,24.27,20.48,5.56,1792232898.17,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",294,385,Stage 3,watchlist,weekly_watchlist,18.52,91,5.75,False,False,False,False,False
HYUNDAI.NS,Hyundai Motor India Ltd.,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,11.45,10.4,10.98,2.0,11.45,10.4,12.98,-6.18,-8.78,4252063626.23,"Stage 3, distribution_risk",483,571,Stage 3,watchlist,weekly_watchlist,9.68,88,3.3000000000000007,False,False,False,False,False
BEML.NS,BEML Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,15.69,41.0,27.08,10.0,15.69,41.0,37.08,8.68,3.36,609825387.96,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",141,224,Stage 3,watchlist,weekly_watchlist,29.21,83,7.869999999999997,False,False,False,False,False
SAFARI.NS,Safari Industries (India) Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,14.45,47.8,29.46,0.0,14.45,47.8,29.46,-6.16,-22.63,265703541.79,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",224,307,Stage 3,watchlist,weekly_watchlist,23.2,83,6.260000000000002,False,False,False,False,False
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,43.63,36.9,40.6,0.0,43.63,36.9,40.6,16.05,20.93,1312745655.81,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",113,192,Stage 2,watchlist,weekly_watchlist,32.11,79,8.490000000000002,False,False,False,False,False
TVSSCS.NS,TVS Supply Chain Solutions Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,8.61,4.51,6.77,2.0,8.61,4.51,8.77,5.14,15.93,44938858.24,"Stage 3, distribution_risk",572,647,Stage 3,watchlist,weekly_watchlist,6.12,75,2.6499999999999995,False,False,False,False,False
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,Automobile and Auto Components,Stage 2,watchlist,weekly_near_pivot,watchlist,38.81,67.95,51.92,2.0,38.81,67.95,53.92,0.43,21.12,261590966.9,"Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong",53,127,Stage 2,watchlist,weekly_watchlist,40.05,74,13.870000000000005,False,False,False,False,False
NSLNISP.NS,NMDC Steel Limited,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,6.25,14.15,9.81,10.0,6.25,14.15,19.81,33.22,28.3,618695110.12,"Stage 3, distribution_risk",357,431,Stage 3,watchlist,weekly_watchlist,15.99,74,3.8199999999999985,False,False,False,False,False
FDC.NS,FDC Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,12.6,5.67,10.0,0.0,12.6,15.67,16.5,5.48,190143768.67,"Stage 3, distribution_risk",431,503,Stage 3,watchlist,weekly_watchlist,12.27,72,3.4000000000000004,False,False,False,False,False
IRFC.NS,Indian Railway Finance Corporation Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,16.2,8.0,12.51,0.0,16.2,8.0,12.51,2.28,-7.59,1016159073.47,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",491,557,Stage 4,watchlist,weekly_watchlist,10.31,66,2.1999999999999993,False,False,False,False,False
PVRINOX.NS,PVR INOX Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,13.7,40.3,25.67,0.0,13.7,40.3,25.67,3.12,1.88,305226630.66,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",273,337,Stage 4,watchlist,weekly_watchlist,21.48,64,4.190000000000001,False,False,False,False,False
TEAMLEASE.NS,Teamlease Services Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,10.02,4.51,2.0,0.0,10.02,6.51,16.91,-8.69,53930851.9,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",617,681,Stage 3,watchlist,weekly_watchlist,4.58,64,1.9299999999999997,False,False,False,False,False
FSL.NS,Firstsource Solutions Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,15.77,7.1,2.0,0.0,15.77,9.1,29.7,-12.02,2384506793.2,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",566,629,Stage 3,watchlist,weekly_watchlist,6.75,63,2.3499999999999996,False,False,False,False,False
ALLCARGO.NS,Allcargo Logistics Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,2.0,0.0,8.0,5.6,12.59,-16.79,33890144.52,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",634,694,Stage 3,watchlist,weekly_watchlist,3.6,60,1.9999999999999996,False,False,False,False,False
ECLERX.NS,eClerx Services Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,9.1,4.0,6.8,2.0,9.1,4.0,8.8,-2.57,-23.5,627834948.44,"Stage 4, downtrend",570,627,Stage 4,watchlist,weekly_watchlist,6.8,57,2.000000000000001,False,False,False,False,False
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,Information Technology,Stage 4,watchlist,weekly_watchlist,watchlist,11.95,4.0,8.37,0.0,11.95,4.0,8.37,-3.74,-36.51,586212052.07,"Stage 4, volume_dryup, downtrend",578,635,Stage 4,watchlist,weekly_watchlist,6.6,57,1.7699999999999996,False,False,False,False,False
NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,62.41,32.39,48.9,10.0,62.41,32.39,58.9,38.28,13.57,1393288577.45,"Stage 2, trend_template_ok, volume_dryup",30,85,Stage 2,watchlist,weekly_watchlist,47.69,55,11.21,False,False,False,False,False
PDSL.NS,PDS Limited,Textiles,Stage 3,watchlist,weekly_watchlist,watchlist,7.32,47.8,25.54,5.0,7.32,47.8,30.54,6.08,-7.84,45668251.69,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",206,260,Stage 3,watchlist,weekly_watchlist,26.94,54,3.599999999999998,False,False,False,False,False
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Stage 2,watchlist,weekly_watchlist,watchlist,43.41,35.51,39.85,2.0,43.41,35.51,41.85,28.67,30.47,900879773.55,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",104,154,Stage 2,watchlist,weekly_watchlist,36.26,50,5.590000000000003,False,False,False,False,False
TCI.NS,Transport Corporation of India Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,4.85,0.0,2.67,2.0,4.85,0.0,4.67,-3.43,-5.46,41752391.39,"Stage 4, weekly_volume_dryup, downtrend",661,711,Stage 4,watchlist,weekly_watchlist,2.2,50,2.4699999999999998,False,False,False,False,False
QUESS.NS,Quess Corp Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,18.61,4.81,12.4,2.0,18.61,4.81,14.4,14.44,9.68,327287246.23,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",453,501,Stage 3,watchlist,weekly_watchlist,12.32,48,2.08,False,False,False,False,False
GATEWAY.NS,Gateway Distriparks Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,2.09,0.94,2.0,0.0,2.09,2.94,2.56,6.32,58469032.98,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",689,737,Stage 3,watchlist,weekly_watchlist,1.04,48,1.9,False,False,False,False,False
VTL.NS,Vardhman Textiles Limited,Textiles,Stage 2,watchlist,weekly_watchlist,watchlist,46.8,32.66,40.44,5.0,46.8,32.66,45.44,17.99,48.66,291474152.69,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",84,131,Stage 2,watchlist,weekly_watchlist,39.76,47,5.68,False,False,False,False,False
AKZOINDIA.NS,Akzo Nobel India Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,20.87,48.98,33.52,0.0,20.87,48.98,33.52,9.12,2.69,123341137.04,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",176,222,Stage 3,watchlist,weekly_watchlist,29.32,46,4.200000000000003,False,False,False,False,False
VAIBHAVGBL.NS,Vaibhav Global Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,16.03,11.35,13.92,0.0,16.03,11.35,13.92,5.82,5.68,77361067.23,"Stage 3, distribution_risk",459,505,Stage 3,watchlist,weekly_watchlist,12.19,46,1.7300000000000004,False,False,False,False,False
COFORGE.NS,Coforge Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,17.53,2.84,10.92,0.0,17.53,2.84,10.92,29.76,-13.4,6616831515.05,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",532,578,Stage 3,watchlist,weekly_watchlist,9.19,46,1.7300000000000004,False,False,False,False,False
DOMS.NS,DOMS Industries Ltd.,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,11.38,0.0,6.26,2.0,11.38,0.0,8.26,-0.68,-4.92,118500232.01,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",582,628,Stage 4,watchlist,weekly_watchlist,6.8,46,1.46,False,False,False,False,False
FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Stage 2,watchlist,weekly_near_pivot,watchlist,37.93,67.73,51.34,0.0,37.93,67.73,51.34,4.26,23.0,5512765518.93,"Stage 2, weekly_vcp_ok, weekly_strong",63,108,Stage 2,watchlist,weekly_watchlist,43.64,45,7.700000000000003,False,False,False,False,False
CMSINFO.NS,CMS Info Systems Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,16.25,41.5,27.61,2.0,16.25,41.5,29.61,9.06,-3.09,210434734.36,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",221,266,Stage 3,watchlist,weekly_watchlist,26.59,45,3.0199999999999996,False,False,False,False,False
WABAG.NS,VA Tech Wabag Limited,Utilities,Stage 3,watchlist,weekly_watchlist,watchlist,1.63,54.17,25.27,5.0,1.63,54.17,30.27,31.28,21.38,511429102.89,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",211,254,Stage 3,watchlist,weekly_watchlist,27.26,43,3.009999999999998,False,False,False,False,False
GENSOL.NS,Gensol Engineering Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,2.0,0.0,35.8,18.11,-13.37,-21.28,472462.25,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",384,427,Stage 4,watchlist,weekly_watchlist,16.11,43,2.0,False,False,False,False,False
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,10.33,2.4,6.76,0.0,10.33,2.4,6.76,8.46,-12.85,34275683.43,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",607,649,Stage 3,watchlist,weekly_watchlist,5.96,42,0.7999999999999998,False,False,False,False,False
BIKAJI.NS,Bikaji Foods International Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.9,16.99,15.84,2.0,14.9,16.99,17.84,13.76,4.17,100579660.14,"Stage 3, distribution_risk",394,433,Stage 3,watchlist,weekly_watchlist,15.9,39,1.9399999999999995,False,False,False,False,False
NAZARA.NS,Nazara Technologies Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,17.33,9.93,14.0,0.0,17.33,9.93,14.0,9.86,17.42,1514614220.31,"Stage 3, volume_dryup, distribution_risk",457,496,Stage 3,watchlist,weekly_watchlist,12.55,39,1.4499999999999993,False,False,False,False,False
GRINDWELL.NS,Grindwell Norton Limited,Capital Goods,Stage 2,forming_vcp,weekly_watchlist,watchlist,61.82,31.84,48.33,10.0,61.82,31.84,58.33,19.21,27.19,262523715.85,"Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup",32,70,Stage 2,forming_vcp,weekly_watchlist,52.2,38,6.1299999999999955,False,False,False,False,False
VRLLOG.NS,VRL Logistics Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-9.13,0.36,39960815.15,"Stage 4, downtrend",717,754,Stage 4,watchlist,weekly_watchlist,0.0,37,2.0,False,False,False,False,False
SAREGAMA.NS,Saregama India Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,25.0,48.72,35.67,0.0,25.0,48.72,35.67,47.46,30.79,3928841007.76,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",155,191,Stage 3,watchlist,weekly_watchlist,32.19,36,3.480000000000004,False,False,False,False,False
TCIEXP.NS,TCI Express Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-0.73,-5.39,20242303.93,"Stage 4, downtrend",715,751,Stage 4,watchlist,weekly_watchlist,0.0,36,2.0,False,False,False,False,False
GLAND.NS,Gland Pharma Limited,Healthcare,Stage 2,watchlist,weekly_breakout,watchlist,30.41,64.68,45.83,10.0,30.41,64.68,55.83,31.2,37.58,1825976413.8,"Stage 2, weekly_vcp_ok, weekly_strong",46,81,Stage 2,watchlist,weekly_breakout,49.21,35,6.619999999999997,False,False,False,False,False
MOTHERSON.NS,Samvardhana Motherson International Limited,Automobile and Auto Components,Stage 2,watchlist,weekly_watchlist,watchlist,58.81,22.55,42.49,2.0,58.81,22.55,44.49,13.13,32.38,3845472847.16,"Stage 2, trend_template_ok",89,124,Stage 2,watchlist,weekly_watchlist,40.61,35,3.8800000000000026,False,False,False,False,False
INDIGO.NS,InterGlobe Aviation Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,14.27,40.9,26.25,2.0,14.27,40.9,28.25,-0.15,-12.96,5362342404.0,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",242,277,Stage 3,watchlist,weekly_watchlist,25.96,35,2.289999999999999,False,False,False,False,False
MAHLIFE.NS,Mahindra Lifespace Developers Limited,Realty,Stage 3,watchlist,weekly_watchlist,watchlist,13.85,11.6,12.84,0.0,13.85,11.6,12.84,-0.77,-9.41,64762012.58,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",485,520,Stage 3,watchlist,weekly_watchlist,11.51,35,1.33,False,False,False,False,False
GPPL.NS,Gujarat Pipavav Port Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,9.85,10.2,10.01,2.0,9.85,10.2,12.01,-4.56,-0.68,289512022.0,"Stage 3, distribution_risk",504,539,Stage 1,watchlist,weekly_watchlist,10.94,35,1.0700000000000003,False,False,False,False,False
BBOX.NS,Black Box Limited,Information Technology,Stage 2,watchlist,weekly_watchlist,watchlist,37.93,36.4,37.24,0.0,37.93,36.4,37.24,100.12,97.76,1589010918.13,"Stage 2, trend_template_ok",140,173,Stage 2,watchlist,weekly_watchlist,34.13,33,3.1099999999999994,False,False,False,False,False
CYIENTDLM.NS,Cyient DLM Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,21.26,10.04,16.21,10.0,21.26,10.04,26.21,46.57,9.81,95204080.48,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",265,298,Stage 3,watchlist,weekly_watchlist,23.9,33,2.3100000000000023,False,False,False,False,False
CONCOR.NS,Container Corporation of India Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.88,0.82,879549061.66,"Stage 4, downtrend",708,741,Stage 4,watchlist,weekly_watchlist,0.0,33,2.0,False,False,False,False,False
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,16.94,9.6,13.64,2.0,16.94,9.6,15.64,23.55,28.48,375009104.08,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",432,465,Stage 3,watchlist,weekly_watchlist,14.09,33,1.5500000000000007,False,False,False,False,False
BLUEDART.NS,Blue Dart Express Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-8.0,-7.98,84328636.05,"Stage 4, volume_dryup, downtrend",707,739,Stage 4,watchlist,weekly_watchlist,0.0,32,2.0,False,False,False,False,False
JSWINFRA.NS,JSW Infrastructure Ltd.,Services,Stage 3,watchlist,weekly_watchlist,watchlist,15.05,36.62,24.76,2.0,15.05,36.62,26.76,13.78,11.43,527871140.82,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, distribution_risk",253,284,Stage 3,watchlist,weekly_watchlist,25.1,31,1.6600000000000001,False,False,False,False,False
APOLLO.NS,Apollo Micro Systems Limited,Capital Goods,Stage 2,watchlist,weekly_near_pivot,watchlist,22.01,73.8,45.32,10.0,22.01,73.8,55.32,70.83,61.18,11384856889.37,"Stage 2, weekly_vcp_ok, weekly_strong",48,78,Stage 2,watchlist,weekly_breakout,50.34,30,4.979999999999997,False,False,False,False,False
INDUSTOWER.NS,Indus Towers Limited,Telecommunication,Stage 1,watchlist,weekly_watchlist,watchlist,17.86,18.98,18.36,10.0,17.86,18.98,28.36,1.53,16.3,3361829748.53,"Stage 1, stage1_not_actionable, stage1_needs_more_base",241,271,Stage 3,watchlist,weekly_watchlist,26.45,30,1.9100000000000001,False,False,False,False,False
KANSAINER.NS,Kansai Nerolac Paints Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,15.03,12.35,13.82,0.0,15.03,12.35,13.82,16.86,2.65,217011532.97,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",460,490,Stage 3,watchlist,weekly_watchlist,13.1,30,0.7200000000000006,False,False,False,False,False
ATUL.NS,Atul Limited,Chemicals,Stage 2,watchlist,weekly_watchlist,watchlist,33.38,29.32,31.55,5.0,33.38,29.32,36.55,10.44,22.77,180570259.95,"Stage 2, volume_dryup, weekly_volume_dryup",146,174,Stage 2,watchlist,weekly_watchlist,33.95,28,2.5999999999999943,False,False,False,False,False
KRBL.NS,KRBL Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,13.05,1.22,7.73,2.0,13.05,1.22,9.73,6.68,-6.48,188844689.65,"Stage 3, volume_dryup, distribution_risk",555,583,Stage 3,watchlist,weekly_watchlist,8.93,28,0.8000000000000007,False,False,False,False,False
HIKAL.NS,Hikal Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,5.93,10.23,7.87,10.0,5.93,10.23,17.87,3.38,-3.06,83983731.81,"Stage 3, weekly_volume_dryup, distribution_risk",393,420,Stage 3,watchlist,weekly_watchlist,16.59,27,1.2800000000000011,False,False,False,False,False
RACE.NS,Race Eco Chain Limited,Utilities,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,5.0,0.0,35.8,21.11,0.49,-17.31,1282752.73,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",336,363,Stage 3,watchlist,weekly_watchlist,19.91,27,1.1999999999999993,False,False,False,False,False
ACC.NS,ACC Limited,Construction Materials,Stage 4,watchlist,weekly_watchlist,watchlist,12.2,4.0,8.51,0.0,12.2,4.0,8.51,-7.66,-17.35,319274314.0,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",575,602,Stage 4,watchlist,weekly_watchlist,8.05,27,0.4599999999999991,False,False,False,False,False
HGS.NS,Hinduja Global Solutions Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,9.72,40.67,23.65,2.0,9.72,40.67,25.65,14.41,-5.68,13202663.71,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",274,300,Stage 3,watchlist,weekly_watchlist,23.83,26,1.8200000000000003,False,False,False,False,False
AETHER.NS,Aether Industries Limited,Chemicals,Stage 2,watchlist,weekly_forming,watchlist,20.19,63.47,39.67,5.0,20.19,63.47,44.67,22.95,33.75,476520820.19,"Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",88,113,Stage 2,watchlist,weekly_forming,42.02,25,2.6499999999999986,False,False,False,False,False
GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,39.33,30.4,35.31,10.0,39.33,30.4,45.31,31.08,74.06,4150866570.01,"Stage 2, trend_template_ok",85,110,Stage 2,watchlist,weekly_watchlist,42.91,25,2.4000000000000057,False,False,False,False,False
MEDANTA.NS,Global Health Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,1.82,35.27,16.87,10.0,1.82,35.27,26.87,9.23,2.45,324646073.84,"Stage 3, weekly_vcp_ok, volume_dryup, distribution_risk",251,276,Stage 3,watchlist,weekly_watchlist,26.02,25,0.8500000000000014,False,False,False,False,False
LXCHEM.NS,Laxmi Organic Industries Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,3.76,1.69,5.0,0.0,3.76,6.69,21.8,-8.19,157072375.35,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",612,637,Stage 3,watchlist,weekly_watchlist,6.57,25,0.1200000000000001,False,False,False,False,False
RAMCOCEM.NS,The Ramco Cements Limited,Construction Materials,Stage 4,watchlist,weekly_watchlist,watchlist,8.81,0.0,4.85,0.0,8.81,0.0,4.85,-16.1,-5.01,290393488.97,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",654,679,Stage 4,watchlist,weekly_watchlist,4.73,25,0.11999999999999922,False,False,False,False,False
RALLIS.NS,Rallis India Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-6.16,-0.34,97742268.58,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",647,672,Stage 4,watchlist,weekly_watchlist,5.0,25,0.0,False,False,False,False,False
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,10.81,40.71,24.27,0.0,10.81,40.71,24.27,10.6,-1.52,318111902.44,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",293,317,Stage 3,watchlist,weekly_watchlist,22.57,24,1.6999999999999993,False,False,False,False,False
UTIAMC.NS,UTI Asset Management Company Limited,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,5.9,35.8,19.36,0.0,5.9,35.8,19.36,-1.62,-8.82,88560476.76,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",367,391,Stage 4,watchlist,weekly_watchlist,18.11,24,1.25,False,False,False,False,False
BERGEPAINT.NS,Berger Paints (I) Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,19.22,17.95,18.65,0.0,19.22,17.95,18.65,19.71,-0.22,543298801.05,"Stage 3, volume_dryup, distribution_risk",377,401,Stage 3,watchlist,weekly_watchlist,17.59,24,1.0599999999999987,False,False,False,False,False
FINPIPE.NS,Finolex Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,10.65,11.47,11.02,10.0,10.65,11.47,21.02,4.67,6.06,381698337.23,"Stage 3, distribution_risk",337,361,Stage 3,watchlist,weekly_watchlist,20.0,24,1.0199999999999996,False,False,False,False,False
ALOKINDS.NS,Alok Industries Limited,Textiles,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-5.76,-16.46,112106782.88,"Stage 4, downtrend",645,669,Stage 4,watchlist,weekly_watchlist,5.0,24,0.0,False,False,False,False,False
